"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Jan., 2021"	"2021/01"	78	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Feb., 2021"	"2021/02"	93	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Mar., 2021"	"2021/03"	79	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Apr., 2021"	"2021/04"	81	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"May, 2021"	"2021/05"	68	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Jun., 2021"	"2021/06"	74	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Jul., 2021"	"2021/07"	73	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Aug., 2021"	"2021/08"	75	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Sep., 2021"	"2021/09"	93	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Oct., 2021"	"2021/10"	102	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Nov., 2021"	"2021/11"	105	Not Applicable	Not Applicable
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	"Dec., 2021"	"2021/12"	130	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Jan., 2020"	"2020/01"	103	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Feb., 2020"	"2020/02"	76	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Mar., 2020"	"2020/03"	111	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Apr., 2020"	"2020/04"	95	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"May, 2020"	"2020/05"	123	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Jun., 2020"	"2020/06"	121	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Jul., 2020"	"2020/07"	99	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Aug., 2020"	"2020/08"	107	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Sep., 2020"	"2020/09"	104	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Oct., 2020"	"2020/10"	100	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Nov., 2020"	"2020/11"	163	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	"Dec., 2020"	"2020/12"	182	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Jan., 2021"	"2021/01"	153	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Feb., 2021"	"2021/02"	122	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Mar., 2021"	"2021/03"	125	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Apr., 2021"	"2021/04"	119	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"May, 2021"	"2021/05"	120	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Jun., 2021"	"2021/06"	113	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Jul., 2021"	"2021/07"	122	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Aug., 2021"	"2021/08"	132	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Sep., 2021"	"2021/09"	150	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Oct., 2021"	"2021/10"	126	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Nov., 2021"	"2021/11"	166	Not Applicable	Not Applicable
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	"Dec., 2021"	"2021/12"	185	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Jan., 2020"	"2020/01"	162	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Feb., 2020"	"2020/02"	146	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Mar., 2020"	"2020/03"	121	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Apr., 2020"	"2020/04"	133	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"May, 2020"	"2020/05"	141	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Jun., 2020"	"2020/06"	144	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Jul., 2020"	"2020/07"	134	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Aug., 2020"	"2020/08"	121	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Sep., 2020"	"2020/09"	134	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Oct., 2020"	"2020/10"	174	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Nov., 2020"	"2020/11"	180	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	"Dec., 2020"	"2020/12"	252	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Jan., 2021"	"2021/01"	217	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Feb., 2021"	"2021/02"	138	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Mar., 2021"	"2021/03"	180	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Apr., 2021"	"2021/04"	127	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"May, 2021"	"2021/05"	134	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Jun., 2021"	"2021/06"	145	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Jul., 2021"	"2021/07"	143	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Aug., 2021"	"2021/08"	143	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Sep., 2021"	"2021/09"	172	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Oct., 2021"	"2021/10"	159	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Nov., 2021"	"2021/11"	200	Not Applicable	Not Applicable
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	"Dec., 2021"	"2021/12"	255	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Jan., 2020"	"2020/01"	184	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Feb., 2020"	"2020/02"	139	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Mar., 2020"	"2020/03"	148	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Apr., 2020"	"2020/04"	144	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"May, 2020"	"2020/05"	168	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Jun., 2020"	"2020/06"	168	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Jul., 2020"	"2020/07"	173	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Aug., 2020"	"2020/08"	190	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Sep., 2020"	"2020/09"	162	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Oct., 2020"	"2020/10"	180	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Nov., 2020"	"2020/11"	255	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	"Dec., 2020"	"2020/12"	288	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Jan., 2021"	"2021/01"	226	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Feb., 2021"	"2021/02"	191	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Mar., 2021"	"2021/03"	180	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Apr., 2021"	"2021/04"	168	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"May, 2021"	"2021/05"	173	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Jun., 2021"	"2021/06"	167	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Jul., 2021"	"2021/07"	163	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Aug., 2021"	"2021/08"	179	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Sep., 2021"	"2021/09"	191	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Oct., 2021"	"2021/10"	201	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Nov., 2021"	"2021/11"	259	Not Applicable	Not Applicable
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	"Dec., 2021"	"2021/12"	263	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Jan., 2020"	"2020/01"	200	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Feb., 2020"	"2020/02"	196	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Mar., 2020"	"2020/03"	175	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Apr., 2020"	"2020/04"	197	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"May, 2020"	"2020/05"	204	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Jun., 2020"	"2020/06"	198	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Jul., 2020"	"2020/07"	204	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Aug., 2020"	"2020/08"	192	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Sep., 2020"	"2020/09"	185	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Oct., 2020"	"2020/10"	214	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Nov., 2020"	"2020/11"	328	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	"Dec., 2020"	"2020/12"	312	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Jan., 2021"	"2021/01"	292	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Feb., 2021"	"2021/02"	212	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Mar., 2021"	"2021/03"	239	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Apr., 2021"	"2021/04"	208	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"May, 2021"	"2021/05"	222	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Jun., 2021"	"2021/06"	188	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Jul., 2021"	"2021/07"	176	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Aug., 2021"	"2021/08"	223	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Sep., 2021"	"2021/09"	229	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Oct., 2021"	"2021/10"	232	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Nov., 2021"	"2021/11"	262	Not Applicable	Not Applicable
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	"Dec., 2021"	"2021/12"	363	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Jan., 2020"	"2020/01"	202	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Feb., 2020"	"2020/02"	195	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Mar., 2020"	"2020/03"	195	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Apr., 2020"	"2020/04"	197	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"May, 2020"	"2020/05"	207	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Jun., 2020"	"2020/06"	196	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Jul., 2020"	"2020/07"	222	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Aug., 2020"	"2020/08"	219	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Sep., 2020"	"2020/09"	178	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Oct., 2020"	"2020/10"	208	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Nov., 2020"	"2020/11"	301	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	"Dec., 2020"	"2020/12"	351	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Jan., 2021"	"2021/01"	301	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Feb., 2021"	"2021/02"	188	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Mar., 2021"	"2021/03"	208	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Apr., 2021"	"2021/04"	199	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"May, 2021"	"2021/05"	207	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Jun., 2021"	"2021/06"	191	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Jul., 2021"	"2021/07"	186	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Aug., 2021"	"2021/08"	199	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Sep., 2021"	"2021/09"	219	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Oct., 2021"	"2021/10"	251	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Nov., 2021"	"2021/11"	293	Not Applicable	Not Applicable
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	"Dec., 2021"	"2021/12"	317	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Jan., 2020"	"2020/01"	224	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Feb., 2020"	"2020/02"	196	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Mar., 2020"	"2020/03"	198	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Apr., 2020"	"2020/04"	237	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"May, 2020"	"2020/05"	254	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Jun., 2020"	"2020/06"	187	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Jul., 2020"	"2020/07"	208	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Aug., 2020"	"2020/08"	225	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Sep., 2020"	"2020/09"	210	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Oct., 2020"	"2020/10"	233	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Nov., 2020"	"2020/11"	320	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	"Dec., 2020"	"2020/12"	393	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Jan., 2021"	"2021/01"	311	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Feb., 2021"	"2021/02"	228	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Mar., 2021"	"2021/03"	242	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Apr., 2021"	"2021/04"	212	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"May, 2021"	"2021/05"	197	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Jun., 2021"	"2021/06"	183	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Jul., 2021"	"2021/07"	210	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Aug., 2021"	"2021/08"	237	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Sep., 2021"	"2021/09"	210	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Oct., 2021"	"2021/10"	253	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Nov., 2021"	"2021/11"	245	Not Applicable	Not Applicable
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	"Dec., 2021"	"2021/12"	300	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Jan., 2020"	"2020/01"	220	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Feb., 2020"	"2020/02"	212	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Mar., 2020"	"2020/03"	225	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Apr., 2020"	"2020/04"	222	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"May, 2020"	"2020/05"	228	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Jun., 2020"	"2020/06"	214	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Jul., 2020"	"2020/07"	220	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Aug., 2020"	"2020/08"	179	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Sep., 2020"	"2020/09"	202	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Oct., 2020"	"2020/10"	222	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Nov., 2020"	"2020/11"	297	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2020"	"2020"	"Dec., 2020"	"2020/12"	389	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Jan., 2021"	"2021/01"	270	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Feb., 2021"	"2021/02"	204	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Mar., 2021"	"2021/03"	210	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Apr., 2021"	"2021/04"	227	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"May, 2021"	"2021/05"	234	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Jun., 2021"	"2021/06"	220	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Jul., 2021"	"2021/07"	186	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Aug., 2021"	"2021/08"	193	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Sep., 2021"	"2021/09"	226	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Oct., 2021"	"2021/10"	217	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Nov., 2021"	"2021/11"	277	Not Applicable	Not Applicable
	"New Mexico"	"35"	"85-89 years"	"85-89"	"2021"	"2021"	"Dec., 2021"	"2021/12"	286	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Jan., 2020"	"2020/01"	176	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Feb., 2020"	"2020/02"	167	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Mar., 2020"	"2020/03"	157	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Apr., 2020"	"2020/04"	190	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"May, 2020"	"2020/05"	182	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Jun., 2020"	"2020/06"	176	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Jul., 2020"	"2020/07"	162	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Aug., 2020"	"2020/08"	148	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Sep., 2020"	"2020/09"	149	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Oct., 2020"	"2020/10"	160	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Nov., 2020"	"2020/11"	239	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2020"	"2020"	"Dec., 2020"	"2020/12"	227	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"Jan., 2021"	"2021/01"	202	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"Feb., 2021"	"2021/02"	168	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"Mar., 2021"	"2021/03"	163	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"Apr., 2021"	"2021/04"	152	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"May, 2021"	"2021/05"	168	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"Jun., 2021"	"2021/06"	150	Not Applicable	Not Applicable
	"New Mexico"	"35"	"90-94 years"	"90-94"	"2021"	"2021"	"Jul., 2021"	"2021/07"	141	Not Applicable	Not Applicable
