"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"Louisiana"	"22"	"2021"	"2021"	"30-34 years"	"30-34"	320284
	"Louisiana"	"22"	"2021"	"2021"	"35-39 years"	"35-39"	313494
	"Louisiana"	"22"	"2021"	"2021"	"40-44 years"	"40-44"	291979
	"Louisiana"	"22"	"2021"	"2021"	"45-49 years"	"45-49"	258621
	"Louisiana"	"22"	"2021"	"2021"	"50-54 years"	"50-54"	273548
	"Louisiana"	"22"	"2021"	"2021"	"55-59 years"	"55-59"	294901
	"Louisiana"	"22"	"2021"	"2021"	"60-64 years "	"60-64"	296619
	"Louisiana"	"22"	"2021"	"2021"	"65-69 years"	"65-69"	258504
	"Louisiana"	"22"	"2021"	"2021"	"70-74 years"	"70-74"	209059
	"Louisiana"	"22"	"2021"	"2021"	"75-79 years"	"75-79"	131808
	"Louisiana"	"22"	"2021"	"2021"	"80-84 years"	"80-84"	84984
	"Louisiana"	"22"	"2021"	"2021"	"85+ years"	"85+"	78986
"Total"	"Louisiana"	"22"	"2021"	"2021"			4627098
"Total"	"Louisiana"	"22"					9278762
	"Maine"	"23"	"2020"	"2020"	"0-4 years"	"0-4"	62927
	"Maine"	"23"	"2020"	"2020"	"5-9 years"	"5-9"	67179
	"Maine"	"23"	"2020"	"2020"	"10-14 years"	"10-14"	74552
	"Maine"	"23"	"2020"	"2020"	"15-19 years"	"15-19"	79559
	"Maine"	"23"	"2020"	"2020"	"20-24 years"	"20-24"	76146
	"Maine"	"23"	"2020"	"2020"	"25-29 years"	"25-29"	79783
	"Maine"	"23"	"2020"	"2020"	"30-34 years"	"30-34"	83675
	"Maine"	"23"	"2020"	"2020"	"35-39 years"	"35-39"	81967
	"Maine"	"23"	"2020"	"2020"	"40-44 years"	"40-44"	77877
	"Maine"	"23"	"2020"	"2020"	"45-49 years"	"45-49"	82005
	"Maine"	"23"	"2020"	"2020"	"50-54 years"	"50-54"	91724
	"Maine"	"23"	"2020"	"2020"	"55-59 years"	"55-59"	105966
	"Maine"	"23"	"2020"	"2020"	"60-64 years "	"60-64"	107455
	"Maine"	"23"	"2020"	"2020"	"65-69 years"	"65-69"	96595
	"Maine"	"23"	"2020"	"2020"	"70-74 years"	"70-74"	79060
	"Maine"	"23"	"2020"	"2020"	"75-79 years"	"75-79"	51130
	"Maine"	"23"	"2020"	"2020"	"80-84 years"	"80-84"	32304
	"Maine"	"23"	"2020"	"2020"	"85+ years"	"85+"	33653
"Total"	"Maine"	"23"	"2020"	"2020"			1363557
	"Maine"	"23"	"2021"	"2021"	"0-4 years"	"0-4"	62120
	"Maine"	"23"	"2021"	"2021"	"5-9 years"	"5-9"	67423
	"Maine"	"23"	"2021"	"2021"	"10-14 years"	"10-14"	73282
	"Maine"	"23"	"2021"	"2021"	"15-19 years"	"15-19"	78961
	"Maine"	"23"	"2021"	"2021"	"20-24 years"	"20-24"	78772
	"Maine"	"23"	"2021"	"2021"	"25-29 years"	"25-29"	80529
	"Maine"	"23"	"2021"	"2021"	"30-34 years"	"30-34"	86047
	"Maine"	"23"	"2021"	"2021"	"35-39 years"	"35-39"	84268
	"Maine"	"23"	"2021"	"2021"	"40-44 years"	"40-44"	80563
	"Maine"	"23"	"2021"	"2021"	"45-49 years"	"45-49"	78854
	"Maine"	"23"	"2021"	"2021"	"50-54 years"	"50-54"	91655
	"Maine"	"23"	"2021"	"2021"	"55-59 years"	"55-59"	103217
	"Maine"	"23"	"2021"	"2021"	"60-64 years "	"60-64"	109127
	"Maine"	"23"	"2021"	"2021"	"65-69 years"	"65-69"	98839
	"Maine"	"23"	"2021"	"2021"	"70-74 years"	"70-74"	83767
	"Maine"	"23"	"2021"	"2021"	"75-79 years"	"75-79"	52865
	"Maine"	"23"	"2021"	"2021"	"80-84 years"	"80-84"	33137
	"Maine"	"23"	"2021"	"2021"	"85+ years"	"85+"	33812
"Total"	"Maine"	"23"	"2021"	"2021"			1377238
"Total"	"Maine"	"23"					2740795
	"Maryland"	"24"	"2020"	"2020"	"0-4 years"	"0-4"	360467
	"Maryland"	"24"	"2020"	"2020"	"5-9 years"	"5-9"	374627
	"Maryland"	"24"	"2020"	"2020"	"10-14 years"	"10-14"	396410
	"Maryland"	"24"	"2020"	"2020"	"15-19 years"	"15-19"	395996
	"Maryland"	"24"	"2020"	"2020"	"20-24 years"	"20-24"	377702
	"Maryland"	"24"	"2020"	"2020"	"25-29 years"	"25-29"	401538
	"Maryland"	"24"	"2020"	"2020"	"30-34 years"	"30-34"	426423
	"Maryland"	"24"	"2020"	"2020"	"35-39 years"	"35-39"	423419
	"Maryland"	"24"	"2020"	"2020"	"40-44 years"	"40-44"	391177
	"Maryland"	"24"	"2020"	"2020"	"45-49 years"	"45-49"	384791
	"Maryland"	"24"	"2020"	"2020"	"50-54 years"	"50-54"	415166
	"Maryland"	"24"	"2020"	"2020"	"55-59 years"	"55-59"	439482
	"Maryland"	"24"	"2020"	"2020"	"60-64 years "	"60-64"	399233
	"Maryland"	"24"	"2020"	"2020"	"65-69 years"	"65-69"	324301
	"Maryland"	"24"	"2020"	"2020"	"70-74 years"	"70-74"	260202
	"Maryland"	"24"	"2020"	"2020"	"75-79 years"	"75-79"	173639
	"Maryland"	"24"	"2020"	"2020"	"80-84 years"	"80-84"	110227
	"Maryland"	"24"	"2020"	"2020"	"85+ years"	"85+"	118405
"Total"	"Maryland"	"24"	"2020"	"2020"			6173205
	"Maryland"	"24"	"2021"	"2021"	"0-4 years"	"0-4"	353447
	"Maryland"	"24"	"2021"	"2021"	"5-9 years"	"5-9"	372632
	"Maryland"	"24"	"2021"	"2021"	"10-14 years"	"10-14"	392629
	"Maryland"	"24"	"2021"	"2021"	"15-19 years"	"15-19"	389914
	"Maryland"	"24"	"2021"	"2021"	"20-24 years"	"20-24"	385462
	"Maryland"	"24"	"2021"	"2021"	"25-29 years"	"25-29"	394542
	"Maryland"	"24"	"2021"	"2021"	"30-34 years"	"30-34"	427194
	"Maryland"	"24"	"2021"	"2021"	"35-39 years"	"35-39"	425096
	"Maryland"	"24"	"2021"	"2021"	"40-44 years"	"40-44"	400933
	"Maryland"	"24"	"2021"	"2021"	"45-49 years"	"45-49"	371753
	"Maryland"	"24"	"2021"	"2021"	"50-54 years"	"50-54"	411966
	"Maryland"	"24"	"2021"	"2021"	"55-59 years"	"55-59"	431268
	"Maryland"	"24"	"2021"	"2021"	"60-64 years "	"60-64"	404019
	"Maryland"	"24"	"2021"	"2021"	"65-69 years"	"65-69"	330833
	"Maryland"	"24"	"2021"	"2021"	"70-74 years"	"70-74"	271818
	"Maryland"	"24"	"2021"	"2021"	"75-79 years"	"75-79"	178463
	"Maryland"	"24"	"2021"	"2021"	"80-84 years"	"80-84"	114081
	"Maryland"	"24"	"2021"	"2021"	"85+ years"	"85+"	118560
"Total"	"Maryland"	"24"	"2021"	"2021"			6174610
"Total"	"Maryland"	"24"					12347815
	"Massachusetts"	"25"	"2020"	"2020"	"0-4 years"	"0-4"	352666
	"Massachusetts"	"25"	"2020"	"2020"	"5-9 years"	"5-9"	370217
	"Massachusetts"	"25"	"2020"	"2020"	"10-14 years"	"10-14"	398009
	"Massachusetts"	"25"	"2020"	"2020"	"15-19 years"	"15-19"	457440
	"Massachusetts"	"25"	"2020"	"2020"	"20-24 years"	"20-24"	481004
	"Massachusetts"	"25"	"2020"	"2020"	"25-29 years"	"25-29"	495484
	"Massachusetts"	"25"	"2020"	"2020"	"30-34 years"	"30-34"	499387
	"Massachusetts"	"25"	"2020"	"2020"	"35-39 years"	"35-39"	462496
	"Massachusetts"	"25"	"2020"	"2020"	"40-44 years"	"40-44"	420171
	"Massachusetts"	"25"	"2020"	"2020"	"45-49 years"	"45-49"	426716
	"Massachusetts"	"25"	"2020"	"2020"	"50-54 years"	"50-54"	469515
	"Massachusetts"	"25"	"2020"	"2020"	"55-59 years"	"55-59"	500802
	"Massachusetts"	"25"	"2020"	"2020"	"60-64 years "	"60-64"	465983
	"Massachusetts"	"25"	"2020"	"2020"	"65-69 years"	"65-69"	388241
	"Massachusetts"	"25"	"2020"	"2020"	"70-74 years"	"70-74"	312943
	"Massachusetts"	"25"	"2020"	"2020"	"75-79 years"	"75-79"	206682
	"Massachusetts"	"25"	"2020"	"2020"	"80-84 years"	"80-84"	133955
	"Massachusetts"	"25"	"2020"	"2020"	"85+ years"	"85+"	154018
"Total"	"Massachusetts"	"25"	"2020"	"2020"			6995729
	"Massachusetts"	"25"	"2021"	"2021"	"0-4 years"	"0-4"	344966
	"Massachusetts"	"25"	"2021"	"2021"	"5-9 years"	"5-9"	366235
	"Massachusetts"	"25"	"2021"	"2021"	"10-14 years"	"10-14"	391585
	"Massachusetts"	"25"	"2021"	"2021"	"15-19 years"	"15-19"	456382
	"Massachusetts"	"25"	"2021"	"2021"	"20-24 years"	"20-24"	493632
	"Massachusetts"	"25"	"2021"	"2021"	"25-29 years"	"25-29"	486557
	"Massachusetts"	"25"	"2021"	"2021"	"30-34 years"	"30-34"	495442
	"Massachusetts"	"25"	"2021"	"2021"	"35-39 years"	"35-39"	467486
	"Massachusetts"	"25"	"2021"	"2021"	"40-44 years"	"40-44"	426999
	"Massachusetts"	"25"	"2021"	"2021"	"45-49 years"	"45-49"	410599
	"Massachusetts"	"25"	"2021"	"2021"	"50-54 years"	"50-54"	463712
	"Massachusetts"	"25"	"2021"	"2021"	"55-59 years"	"55-59"	491850
	"Massachusetts"	"25"	"2021"	"2021"	"60-64 years "	"60-64"	470784
	"Massachusetts"	"25"	"2021"	"2021"	"65-69 years"	"65-69"	396525
	"Massachusetts"	"25"	"2021"	"2021"	"70-74 years"	"70-74"	327577
	"Massachusetts"	"25"	"2021"	"2021"	"75-79 years"	"75-79"	212924
	"Massachusetts"	"25"	"2021"	"2021"	"80-84 years"	"80-84"	136089
	"Massachusetts"	"25"	"2021"	"2021"	"85+ years"	"85+"	150346
"Total"	"Massachusetts"	"25"	"2021"	"2021"			6989690
"Total"	"Massachusetts"	"25"					13985419
	"Michigan"	"26"	"2020"	"2020"	"0-4 years"	"0-4"	554964
	"Michigan"	"26"	"2020"	"2020"	"5-9 years"	"5-9"	583599
	"Michigan"	"26"	"2020"	"2020"	"10-14 years"	"10-14"	627153
	"Michigan"	"26"	"2020"	"2020"	"15-19 years"	"15-19"	668009
	"Michigan"	"26"	"2020"	"2020"	"20-24 years"	"20-24"	692994
	"Michigan"	"26"	"2020"	"2020"	"25-29 years"	"25-29"	675513
	"Michigan"	"26"	"2020"	"2020"	"30-34 years"	"30-34"	634295
	"Michigan"	"26"	"2020"	"2020"	"35-39 years"	"35-39"	608829
	"Michigan"	"26"	"2020"	"2020"	"40-44 years"	"40-44"	584242
	"Michigan"	"26"	"2020"	"2020"	"45-49 years"	"45-49"	601186
	"Michigan"	"26"	"2020"	"2020"	"50-54 years"	"50-54"	646436
	"Michigan"	"26"	"2020"	"2020"	"55-59 years"	"55-59"	705692
	"Michigan"	"26"	"2020"	"2020"	"60-64 years "	"60-64"	697626
	"Michigan"	"26"	"2020"	"2020"	"65-69 years"	"65-69"	600767
	"Michigan"	"26"	"2020"	"2020"	"70-74 years"	"70-74"	472097
	"Michigan"	"26"	"2020"	"2020"	"75-79 years"	"75-79"	312649
	"Michigan"	"26"	"2020"	"2020"	"80-84 years"	"80-84"	198753
	"Michigan"	"26"	"2020"	"2020"	"85+ years"	"85+"	204773
"Total"	"Michigan"	"26"	"2020"	"2020"			10069577
	"Michigan"	"26"	"2021"	"2021"	"0-4 years"	"0-4"	543170
	"Michigan"	"26"	"2021"	"2021"	"5-9 years"	"5-9"	583017
	"Michigan"	"26"	"2021"	"2021"	"10-14 years"	"10-14"	617898
	"Michigan"	"26"	"2021"	"2021"	"15-19 years"	"15-19"	637774
	"Michigan"	"26"	"2021"	"2021"	"20-24 years"	"20-24"	696771
	"Michigan"	"26"	"2021"	"2021"	"25-29 years"	"25-29"	662514
	"Michigan"	"26"	"2021"	"2021"	"30-34 years"	"30-34"	653267
	"Michigan"	"26"	"2021"	"2021"	"35-39 years"	"35-39"	608918
	"Michigan"	"26"	"2021"	"2021"	"40-44 years"	"40-44"	594817
	"Michigan"	"26"	"2021"	"2021"	"45-49 years"	"45-49"	575488
	"Michigan"	"26"	"2021"	"2021"	"50-54 years"	"50-54"	646486
	"Michigan"	"26"	"2021"	"2021"	"55-59 years"	"55-59"	686093
	"Michigan"	"26"	"2021"	"2021"	"60-64 years "	"60-64"	698998
	"Michigan"	"26"	"2021"	"2021"	"65-69 years"	"65-69"	612163
	"Michigan"	"26"	"2021"	"2021"	"70-74 years"	"70-74"	497733
	"Michigan"	"26"	"2021"	"2021"	"75-79 years"	"75-79"	317647
	"Michigan"	"26"	"2021"	"2021"	"80-84 years"	"80-84"	202795
	"Michigan"	"26"	"2021"	"2021"	"85+ years"	"85+"	201955
"Total"	"Michigan"	"26"	"2021"	"2021"			10037504
"Total"	"Michigan"	"26"					20107081
	"Minnesota"	"27"	"2020"	"2020"	"0-4 years"	"0-4"	342844
	"Minnesota"	"27"	"2020"	"2020"	"5-9 years"	"5-9"	361729
	"Minnesota"	"27"	"2020"	"2020"	"10-14 years"	"10-14"	381931
	"Minnesota"	"27"	"2020"	"2020"	"15-19 years"	"15-19"	378230
	"Minnesota"	"27"	"2020"	"2020"	"20-24 years"	"20-24"	363663
	"Minnesota"	"27"	"2020"	"2020"	"25-29 years"	"25-29"	371157
	"Minnesota"	"27"	"2020"	"2020"	"30-34 years"	"30-34"	382862
	"Minnesota"	"27"	"2020"	"2020"	"35-39 years"	"35-39"	397506
	"Minnesota"	"27"	"2020"	"2020"	"40-44 years"	"40-44"	354760
	"Minnesota"	"27"	"2020"	"2020"	"45-49 years"	"45-49"	327684
	"Minnesota"	"27"	"2020"	"2020"	"50-54 years"	"50-54"	345997
	"Minnesota"	"27"	"2020"	"2020"	"55-59 years"	"55-59"	387781
	"Minnesota"	"27"	"2020"	"2020"	"60-64 years "	"60-64"	373637
	"Minnesota"	"27"	"2020"	"2020"	"65-69 years"	"65-69"	312446
	"Minnesota"	"27"	"2020"	"2020"	"70-74 years"	"70-74"	238950
	"Minnesota"	"27"	"2020"	"2020"	"75-79 years"	"75-79"	159283
	"Minnesota"	"27"	"2020"	"2020"	"80-84 years"	"80-84"	107890
	"Minnesota"	"27"	"2020"	"2020"	"85+ years"	"85+"	121502
"Total"	"Minnesota"	"27"	"2020"	"2020"			5709852
	"Minnesota"	"27"	"2021"	"2021"	"0-4 years"	"0-4"	334501
	"Minnesota"	"27"	"2021"	"2021"	"5-9 years"	"5-9"	361955
	"Minnesota"	"27"	"2021"	"2021"	"10-14 years"	"10-14"	377665
	"Minnesota"	"27"	"2021"	"2021"	"15-19 years"	"15-19"	372650
	"Minnesota"	"27"	"2021"	"2021"	"20-24 years"	"20-24"	368992
	"Minnesota"	"27"	"2021"	"2021"	"25-29 years"	"25-29"	367182
	"Minnesota"	"27"	"2021"	"2021"	"30-34 years"	"30-34"	379737
	"Minnesota"	"27"	"2021"	"2021"	"35-39 years"	"35-39"	396538
	"Minnesota"	"27"	"2021"	"2021"	"40-44 years"	"40-44"	367877
	"Minnesota"	"27"	"2021"	"2021"	"45-49 years"	"45-49"	319404
	"Minnesota"	"27"	"2021"	"2021"	"50-54 years"	"50-54"	344922
	"Minnesota"	"27"	"2021"	"2021"	"55-59 years"	"55-59"	373943
	"Minnesota"	"27"	"2021"	"2021"	"60-64 years "	"60-64"	378628
	"Minnesota"	"27"	"2021"	"2021"	"65-69 years"	"65-69"	319403
	"Minnesota"	"27"	"2021"	"2021"	"70-74 years"	"70-74"	254486
	"Minnesota"	"27"	"2021"	"2021"	"75-79 years"	"75-79"	162021
	"Minnesota"	"27"	"2021"	"2021"	"80-84 years"	"80-84"	109782
	"Minnesota"	"27"	"2021"	"2021"	"85+ years"	"85+"	121785
"Total"	"Minnesota"	"27"	"2021"	"2021"			5711471
"Total"	"Minnesota"	"27"					11421323
	"Mississippi"	"28"	"2020"	"2020"	"0-4 years"	"0-4"	177621
	"Mississippi"	"28"	"2020"	"2020"	"5-9 years"	"5-9"	184491
	"Mississippi"	"28"	"2020"	"2020"	"10-14 years"	"10-14"	207517
	"Mississippi"	"28"	"2020"	"2020"	"15-19 years"	"15-19"	208648
	"Mississippi"	"28"	"2020"	"2020"	"20-24 years"	"20-24"	205742
	"Mississippi"	"28"	"2020"	"2020"	"25-29 years"	"25-29"	194839
	"Mississippi"	"28"	"2020"	"2020"	"30-34 years"	"30-34"	185441
	"Mississippi"	"28"	"2020"	"2020"	"35-39 years"	"35-39"	185717
	"Mississippi"	"28"	"2020"	"2020"	"40-44 years"	"40-44"	179660
	"Mississippi"	"28"	"2020"	"2020"	"45-49 years"	"45-49"	177663
	"Mississippi"	"28"	"2020"	"2020"	"50-54 years"	"50-54"	179100
	"Mississippi"	"28"	"2020"	"2020"	"55-59 years"	"55-59"	194080
	"Mississippi"	"28"	"2020"	"2020"	"60-64 years "	"60-64"	187865
	"Mississippi"	"28"	"2020"	"2020"	"65-69 years"	"65-69"	162374
	"Mississippi"	"28"	"2020"	"2020"	"70-74 years"	"70-74"	131569
	"Mississippi"	"28"	"2020"	"2020"	"75-79 years"	"75-79"	86289
	"Mississippi"	"28"	"2020"	"2020"	"80-84 years"	"80-84"	57066
	"Mississippi"	"28"	"2020"	"2020"	"85+ years"	"85+"	52459
"Total"	"Mississippi"	"28"	"2020"	"2020"			2958141
	"Mississippi"	"28"	"2021"	"2021"	"0-4 years"	"0-4"	175562
	"Mississippi"	"28"	"2021"	"2021"	"5-9 years"	"5-9"	183068
	"Mississippi"	"28"	"2021"	"2021"	"10-14 years"	"10-14"	203013
	"Mississippi"	"28"	"2021"	"2021"	"15-19 years"	"15-19"	206070
	"Mississippi"	"28"	"2021"	"2021"	"20-24 years"	"20-24"	209948
	"Mississippi"	"28"	"2021"	"2021"	"25-29 years"	"25-29"	189982
	"Mississippi"	"28"	"2021"	"2021"	"30-34 years"	"30-34"	188468
	"Mississippi"	"28"	"2021"	"2021"	"35-39 years"	"35-39"	182974
	"Mississippi"	"28"	"2021"	"2021"	"40-44 years"	"40-44"	182519
	"Mississippi"	"28"	"2021"	"2021"	"45-49 years"	"45-49"	172491
	"Mississippi"	"28"	"2021"	"2021"	"50-54 years"	"50-54"	180698
	"Mississippi"	"28"	"2021"	"2021"	"55-59 years"	"55-59"	188879
	"Mississippi"	"28"	"2021"	"2021"	"60-64 years "	"60-64"	188609
	"Mississippi"	"28"	"2021"	"2021"	"65-69 years"	"65-69"	164519
	"Mississippi"	"28"	"2021"	"2021"	"70-74 years"	"70-74"	136716
	"Mississippi"	"28"	"2021"	"2021"	"75-79 years"	"75-79"	86938
	"Mississippi"	"28"	"2021"	"2021"	"80-84 years"	"80-84"	57139
	"Mississippi"	"28"	"2021"	"2021"	"85+ years"	"85+"	51993
"Total"	"Mississippi"	"28"	"2021"	"2021"			2949586
"Total"	"Mississippi"	"28"					5907727
	"Missouri"	"29"	"2020"	"2020"	"0-4 years"	"0-4"	361406
	"Missouri"	"29"	"2020"	"2020"	"5-9 years"	"5-9"	374644
	"Missouri"	"29"	"2020"	"2020"	"10-14 years"	"10-14"	400321
	"Missouri"	"29"	"2020"	"2020"	"15-19 years"	"15-19"	404832
	"Missouri"	"29"	"2020"	"2020"	"20-24 years"	"20-24"	412407
	"Missouri"	"29"	"2020"	"2020"	"25-29 years"	"25-29"	409704
	"Missouri"	"29"	"2020"	"2020"	"30-34 years"	"30-34"	402512
	"Missouri"	"29"	"2020"	"2020"	"35-39 years"	"35-39"	400665
	"Missouri"	"29"	"2020"	"2020"	"40-44 years"	"40-44"	369034
	"Missouri"	"29"	"2020"	"2020"	"45-49 years"	"45-49"	358038
	"Missouri"	"29"	"2020"	"2020"	"50-54 years"	"50-54"	368550
	"Missouri"	"29"	"2020"	"2020"	"55-59 years"	"55-59"	418701
	"Missouri"	"29"	"2020"	"2020"	"60-64 years "	"60-64"	408391
	"Missouri"	"29"	"2020"	"2020"	"65-69 years"	"65-69"	345818
	"Missouri"	"29"	"2020"	"2020"	"70-74 years"	"70-74"	277048
	"Missouri"	"29"	"2020"	"2020"	"75-79 years"	"75-79"	188945
	"Missouri"	"29"	"2020"	"2020"	"80-84 years"	"80-84"	123938
	"Missouri"	"29"	"2020"	"2020"	"85+ years"	"85+"	129044
"Total"	"Missouri"	"29"	"2020"	"2020"			6153998
	"Missouri"	"29"	"2021"	"2021"	"0-4 years"	"0-4"	356718
	"Missouri"	"29"	"2021"	"2021"	"5-9 years"	"5-9"	375222
	"Missouri"	"29"	"2021"	"2021"	"10-14 years"	"10-14"	396625
	"Missouri"	"29"	"2021"	"2021"	"15-19 years"	"15-19"	401019
	"Missouri"	"29"	"2021"	"2021"	"20-24 years"	"20-24"	421973
	"Missouri"	"29"	"2021"	"2021"	"25-29 years"	"25-29"	404514
	"Missouri"	"29"	"2021"	"2021"	"30-34 years"	"30-34"	408084
	"Missouri"	"29"	"2021"	"2021"	"35-39 years"	"35-39"	401716
	"Missouri"	"29"	"2021"	"2021"	"40-44 years"	"40-44"	380454
	"Missouri"	"29"	"2021"	"2021"	"45-49 years"	"45-49"	347930
	"Missouri"	"29"	"2021"	"2021"	"50-54 years"	"50-54"	371086
	"Missouri"	"29"	"2021"	"2021"	"55-59 years"	"55-59"	403868
	"Missouri"	"29"	"2021"	"2021"	"60-64 years "	"60-64"	413433
	"Missouri"	"29"	"2021"	"2021"	"65-69 years"	"65-69"	353155
	"Missouri"	"29"	"2021"	"2021"	"70-74 years"	"70-74"	290278
	"Missouri"	"29"	"2021"	"2021"	"75-79 years"	"75-79"	190607
	"Missouri"	"29"	"2021"	"2021"	"80-84 years"	"80-84"	125530
	"Missouri"	"29"	"2021"	"2021"	"85+ years"	"85+"	127611
"Total"	"Missouri"	"29"	"2021"	"2021"			6169823
"Total"	"Missouri"	"29"					12323821
	"Montana"	"30"	"2020"	"2020"	"0-4 years"	"0-4"	59319
	"Montana"	"30"	"2020"	"2020"	"5-9 years"	"5-9"	64284
	"Montana"	"30"	"2020"	"2020"	"10-14 years"	"10-14"	67959
	"Montana"	"30"	"2020"	"2020"	"15-19 years"	"15-19"	67355
	"Montana"	"30"	"2020"	"2020"	"20-24 years"	"20-24"	73933
	"Montana"	"30"	"2020"	"2020"	"25-29 years"	"25-29"	70637
	"Montana"	"30"	"2020"	"2020"	"30-34 years"	"30-34"	68565
	"Montana"	"30"	"2020"	"2020"	"35-39 years"	"35-39"	70461
	"Montana"	"30"	"2020"	"2020"	"40-44 years"	"40-44"	64932
	"Montana"	"30"	"2020"	"2020"	"45-49 years"	"45-49"	58996
	"Montana"	"30"	"2020"	"2020"	"50-54 years"	"50-54"	60044
	"Montana"	"30"	"2020"	"2020"	"55-59 years"	"55-59"	71856
	"Montana"	"30"	"2020"	"2020"	"60-64 years "	"60-64"	77601
	"Montana"	"30"	"2020"	"2020"	"65-69 years"	"65-69"	72256
	"Montana"	"30"	"2020"	"2020"	"70-74 years"	"70-74"	56923
	"Montana"	"30"	"2020"	"2020"	"75-79 years"	"75-79"	36310
	"Montana"	"30"	"2020"	"2020"	"80-84 years"	"80-84"	22944
	"Montana"	"30"	"2020"	"2020"	"85+ years"	"85+"	22700
"Total"	"Montana"	"30"	"2020"	"2020"			1087075
	"Montana"	"30"	"2021"	"2021"	"0-4 years"	"0-4"	58070
	"Montana"	"30"	"2021"	"2021"	"5-9 years"	"5-9"	65376
	"Montana"	"30"	"2021"	"2021"	"10-14 years"	"10-14"	68319
	"Montana"	"30"	"2021"	"2021"	"15-19 years"	"15-19"	67802
	"Montana"	"30"	"2021"	"2021"	"20-24 years"	"20-24"	76924
	"Montana"	"30"	"2021"	"2021"	"25-29 years"	"25-29"	71824
	"Montana"	"30"	"2021"	"2021"	"30-34 years"	"30-34"	71439
	"Montana"	"30"	"2021"	"2021"	"35-39 years"	"35-39"	71893
	"Montana"	"30"	"2021"	"2021"	"40-44 years"	"40-44"	68242
	"Montana"	"30"	"2021"	"2021"	"45-49 years"	"45-49"	59150
	"Montana"	"30"	"2021"	"2021"	"50-54 years"	"50-54"	61410
	"Montana"	"30"	"2021"	"2021"	"55-59 years"	"55-59"	69268
	"Montana"	"30"	"2021"	"2021"	"60-64 years "	"60-64"	78224
	"Montana"	"30"	"2021"	"2021"	"65-69 years"	"65-69"	73857
	"Montana"	"30"	"2021"	"2021"	"70-74 years"	"70-74"	60793
	"Montana"	"30"	"2021"	"2021"	"75-79 years"	"75-79"	37229
	"Montana"	"30"	"2021"	"2021"	"80-84 years"	"80-84"	23659
	"Montana"	"30"	"2021"	"2021"	"85+ years"	"85+"	22748
"Total"	"Montana"	"30"	"2021"	"2021"			1106227
"Total"	"Montana"	"30"					2193302
	"Nebraska"	"31"	"2020"	"2020"	"0-4 years"	"0-4"	128202
	"Nebraska"	"31"	"2020"	"2020"	"5-9 years"	"5-9"	133113
	"Nebraska"	"31"	"2020"	"2020"	"10-14 years"	"10-14"	138927
	"Nebraska"	"31"	"2020"	"2020"	"15-19 years"	"15-19"	138849
	"Nebraska"	"31"	"2020"	"2020"	"20-24 years"	"20-24"	138692
	"Nebraska"	"31"	"2020"	"2020"	"25-29 years"	"25-29"	128452
	"Nebraska"	"31"	"2020"	"2020"	"30-34 years"	"30-34"	125522
	"Nebraska"	"31"	"2020"	"2020"	"35-39 years"	"35-39"	132624
	"Nebraska"	"31"	"2020"	"2020"	"40-44 years"	"40-44"	118881
	"Nebraska"	"31"	"2020"	"2020"	"45-49 years"	"45-49"	110140
	"Nebraska"	"31"	"2020"	"2020"	"50-54 years"	"50-54"	108454
	"Nebraska"	"31"	"2020"	"2020"	"55-59 years"	"55-59"	122592
	"Nebraska"	"31"	"2020"	"2020"	"60-64 years "	"60-64"	120786
	"Nebraska"	"31"	"2020"	"2020"	"65-69 years"	"65-69"	104330
	"Nebraska"	"31"	"2020"	"2020"	"70-74 years"	"70-74"	81141
	"Nebraska"	"31"	"2020"	"2020"	"75-79 years"	"75-79"	52967
	"Nebraska"	"31"	"2020"	"2020"	"80-84 years"	"80-84"	36982
	"Nebraska"	"31"	"2020"	"2020"	"85+ years"	"85+"	41988
"Total"	"Nebraska"	"31"	"2020"	"2020"			1962642
	"Nebraska"	"31"	"2021"	"2021"	"0-4 years"	"0-4"	125510
	"Nebraska"	"31"	"2021"	"2021"	"5-9 years"	"5-9"	133393
	"Nebraska"	"31"	"2021"	"2021"	"10-14 years"	"10-14"	137655
	"Nebraska"	"31"	"2021"	"2021"	"15-19 years"	"15-19"	136669
	"Nebraska"	"31"	"2021"	"2021"	"20-24 years"	"20-24"	140967
	"Nebraska"	"31"	"2021"	"2021"	"25-29 years"	"25-29"	127891
	"Nebraska"	"31"	"2021"	"2021"	"30-34 years"	"30-34"	125050
	"Nebraska"	"31"	"2021"	"2021"	"35-39 years"	"35-39"	131876
	"Nebraska"	"31"	"2021"	"2021"	"40-44 years"	"40-44"	123110
	"Nebraska"	"31"	"2021"	"2021"	"45-49 years"	"45-49"	108391
	"Nebraska"	"31"	"2021"	"2021"	"50-54 years"	"50-54"	109267
	"Nebraska"	"31"	"2021"	"2021"	"55-59 years"	"55-59"	117787
	"Nebraska"	"31"	"2021"	"2021"	"60-64 years "	"60-64"	121525
	"Nebraska"	"31"	"2021"	"2021"	"65-69 years"	"65-69"	106262
	"Nebraska"	"31"	"2021"	"2021"	"70-74 years"	"70-74"	86342
	"Nebraska"	"31"	"2021"	"2021"	"75-79 years"	"75-79"	53856
	"Nebraska"	"31"	"2021"	"2021"	"80-84 years"	"80-84"	36927
	"Nebraska"	"31"	"2021"	"2021"	"85+ years"	"85+"	41076
